3380.19,3392.12,3384.17,100
3252.94,3256.92,3248.96,98.989898989899
3252.94,3244.99,3248.96,97.979797979798
3248.96,3244.99,3244.99,96.969696969697
3248.96,3244.99,3244.99,95.959595959596
3248.96,3244.99,3248.96,94.9494949494949
3244.99,3244.99,3244.99,93.9393939393939
3244.99,3244.99,3244.99,92.9292929292929
3248.96,3241.01,3244.99,91.9191919191919
3248.96,3241.01,3244.99,90.9090909090909
3244.99,3241.01,3244.99,89.8989898989899
3244.99,3241.01,3244.99,88.8888888888889
3241.01,3241.01,3244.99,87.8787878787879
3244.99,3241.01,3241.01,86.8686868686869
3241.01,3241.01,3241.01,85.8585858585859
3241.01,3237.03,3241.01,84.8484848484848
3241.01,3237.03,3237.03,83.8383838383838
3241.01,3237.03,3241.01,82.8282828282828
3237.03,3237.03,3237.03,81.8181818181818
3233.06,3229.08,3237.03,80.8080808080808
3229.08,3229.08,3237.03,79.7979797979798
3225.1,3233.06,3229.08,78.7878787878788
3225.1,3233.06,3233.06,77.7777777777778
3221.13,3229.08,3225.1,76.7676767676768
3221.13,3229.08,3225.1,75.7575757575758
3221.13,3225.1,3221.13,74.7474747474747
3217.15,3221.13,3221.13,73.7373737373737
3213.17,3221.13,3221.13,72.7272727272727
3213.17,3217.15,3217.15,71.7171717171717
3217.15,3217.15,3217.15,70.7070707070707
3217.15,3213.17,3209.2,69.6969696969697
3217.15,3213.17,3209.2,68.6868686868687
3213.17,3205.22,3213.17,67.6767676767677
3217.15,3209.2,3209.2,66.6666666666667
3217.15,3205.22,3209.2,65.6565656565656
3217.15,3201.24,3209.2,64.6464646464646
3217.15,3209.2,3209.2,63.6363636363636
3217.15,3201.24,3205.22,62.6262626262626
3213.17,3201.24,3209.2,61.6161616161616
3217.15,3201.24,3209.2,60.6060606060606
3217.15,3201.24,3213.17,59.5959595959596
3213.17,3197.27,3205.22,58.5858585858586
3213.17,3197.27,3205.22,57.5757575757576
3213.17,3197.27,3205.22,56.5656565656566
3213.17,3197.27,3205.22,55.5555555555556
3209.2,3189.31,3197.27,54.5454545454545
3209.2,3197.27,3201.24,53.5353535353535
3209.2,3189.31,3201.24,52.5252525252525
3209.2,3189.31,3201.24,51.5151515151515
3209.2,3189.31,3193.29,50.5050505050505
3209.2,3193.29,3201.24,49.4949494949495
3205.22,3193.29,3197.27,48.4848484848485
3205.22,3185.34,3197.27,47.4747474747475
3205.22,3189.31,3197.27,46.4646464646465
3205.22,3189.31,3197.27,45.4545454545455
3205.22,3185.34,3193.29,44.4444444444444
3201.24,3185.34,3189.31,43.4343434343434
3201.24,3189.31,3189.31,42.4242424242424
3201.24,3181.36,3189.31,41.4141414141414
3193.29,3181.36,3185.34,40.4040404040404
3193.29,3181.36,3185.34,39.3939393939394
3193.29,3177.38,3185.34,38.3838383838384
3189.31,3177.38,3185.34,37.3737373737374
3185.34,3177.38,3181.36,36.3636363636364
3185.34,3177.38,3181.36,35.3535353535353
3181.36,3173.41,3177.38,34.3434343434343
3177.38,3169.43,3173.41,33.3333333333333
3177.38,3165.45,3169.43,32.3232323232323
3173.41,3169.43,3165.45,31.3131313131313
3169.43,3161.48,3165.45,30.3030303030303
3169.43,3161.48,3165.45,29.2929292929293
3169.43,3157.5,3161.48,28.2828282828283
3161.48,3157.5,3161.48,27.2727272727273
3157.5,3157.5,3157.5,26.2626262626263
3149.55,3149.55,3149.55,25.2525252525252
3145.57,3153.52,3145.57,24.2424242424242
3141.59,3145.57,3145.57,23.2323232323232
3137.62,3141.59,3141.59,22.2222222222222
3133.64,3141.59,3141.59,21.2121212121212
3125.69,3137.62,3137.62,20.2020202020202
3121.71,3137.62,3129.66,19.1919191919192
3117.73,3129.66,3117.73,18.1818181818182
3105.8,3125.69,3113.76,17.1717171717172
3101.83,3125.69,3109.78,16.1616161616162
3093.87,3121.71,3105.8,15.1515151515152
3093.87,3109.78,3101.83,14.1414141414141
3085.92,3105.8,3093.87,13.1313131313131
3081.94,3101.83,3089.9,12.1212121212121
3073.99,3101.83,3089.9,11.1111111111111
3070.01,3089.9,3085.92,10.1010101010101
3062.06,3085.92,3081.94,9.09090909090909
3050.13,3077.97,3070.01,8.08080808080808
3042.18,3077.97,3062.06,7.07070707070707
3022.29,3066.04,3046.15,6.06060606060606
2998.43,3062.06,3026.27,5.05050505050505
2962.64,3050.13,2990.48,4.04040404040404
2910.94,3042.18,2950.71,3.03030303030303
2855.27,3026.27,2891.06,2.02020202020202
2779.71,3006.38,2835.39,1.01010101010101
2696.2,2974.57,2747.9,0
